jokeText,jokeHasHumor,jokeRate
se aire el telón aparecer 13 caballo se tierra el telón no ha ninguna caballo como se llama la película el hombre que sus rubia los caballo,0,1
ya a porque esto engordador es el hampo hoy me de cuenta de que en el envase dije para dar cuerpo y volumen as que desde hoy empiezo a bagre con jabón lameplatos que dije disuelto la grasa hasta la es difícil,1,4
el profesor repartiendo las nota listo un diez perito un ocho cuanto un seis caimito un cero liga profesor y por que a a un cero porque las copado el examen de perito y usted como lo saber porque las cuatro primera pregunta esto igual y en la última pregunta perito responder esa no me la a y tu las puesto yo tampoco,1,3
claro aquí tener un chiste con ese contexto saber por que los costo colombiano no juego al escondite porque bueno a esconder pero malo a trabajar,0,1
hacia un seor que se llamada duro tenia tres perro hacia un crinito samurai cuando el crinito samurai llegada del trabajo el seor duro sacada a sus perro para que lo mierda entonces el crinito samurai molesto saco su rifle para matarlos y el seor duro silbo los perro se entrar entonces el crinito se molesto y que a la comisaria y hijo oficial oficial los pelo del culo me molesta el policía le responder porque no los corta porque cuando yo saco mi rifle el culo silba y los pelo se entrar,0,1
mama mama en el colegio me bien grandor y dije la mama no me extraña si tener 30 los y seis en sexto,1,2
a carbono o a man anda tomar sitting no a coche mitin eme tenue hoy enta ea escribiente hoy me que bien aprendiz a escribir no a todavía no aprender a leer escuela y que,0,1
por que los colombiano nunca juego al escondite porque siempre se les encuentro en la caja del café,1,2
por que la vida cotidiana no pues jugar al fútbol porque siempre se pasa de tiempo extra,1,2
a carbono o a man anda a tomar sitting no te flor car rastapopcules es scooby dos cuanto es 23 et de a agnus me pero como a a ser 4 si tu a yeaies 3 papa usted me pedir velocidad el no precisión,0,1
por que en colombia nunca hacer un concurso de nieve porque siempre vale el sol y se lleva el primer lugar,1,2
por que los smartphones no pueden ser usado por secreto porque siempre perder la información tener demasiada fuga de dato y nunca pueden mantener una llamada en privado,1,3
por que en colombia nunca juego al escondite porque siempre hacer buen tiempo y todo se encuentro en la playa,1,2
se encuentro dos amigo y uno le dije al otro saber quien se ha muerto quien el anhelo caray de que de catarata oyepues no sala que le habano operador no le empujar,1,3
mama mama en el cole me llama mariquita y tu que les hacer les pego con el bolso,1,5
se encuentro en la calle dos gallego uno le pregunta al otro porque caminar con las pierna abierta porque tenso el coletero alto y eso que tizne que ver con tu manera de caminar es que el doctor me hijo los huevosni carlos,0,1
en clase la maestra le dije a caimito dije una causa del por que nuestros padre se divorciar hoy en de la diarrea maestra responder caimito como explcame eso pus mira maestra le dije caimito es que yo escucha a mi mal decible a mi papá si no se te poner dura esa mierda te hoy a pedir el divorcio,0,1
un viejo tena un lago en su finca después de mucho tiempo decir ir a ver si estafa todo en orden cori un cesto para aprovechar el paseo y recoger una fruta por el camino al aproximar al lago escucha vos aliadas vino un grupo de mujer bando completamente desnuda al velo toda se fuero a la parte es honda del lago manteniente solamente la cabeza fuera del agua una de las mujer gris no saldremos mientras usted no se aleja el viejo responder yo no vendo hasta aquí para veras nadar o salir desnuda del lago levantado el cesto les hijo esto aquí para alimentar al cocodrilo,0,1
mal maque el papa se quier tirar por la ventana dije a tu padre que le he puesto cuerno y no las,1,5
entre un borracho en una comisaría podre ver al hombre que rob ayer en mi casa y para que lo quier ver para saber como entre sin despertar a mi mujer,1,5
y para terminar la entrevista dagame culas son sus hobbies preferidos bulbo rodo y samsagaz,0,1
cual es el vino es amargo vino la suegra,1,4
como tres un toro de una piscinamojado,0,1
doctor son asmático es grave no amigo es esdrújula,0,1
era un hombre que la tena tan grande tan grande que en vez de frenillo tena as,0,1
por que los auto en bigote no juego al fútbol porque siempre esto en el poste,0,1
un chico le pregunta a su madre mal me las dinero para un seor que es gitano en la calle vale hijo pero que es lo que grita le pregunta su madre helado helado,1,2
por que los cliente del banco en latinoamrica no se queja cuando la fila es muy larga porque siempre pueden contar con que el tiempo pasa es rápido cuando esto contado dinero,0,1
caimito estafa arriba de un árbol y su mal le dije caimito baja y caimito contenta nono quieto viento los policial y le bien caimito baja y caimito contenta nono quieto viento los bombero y le bien caimito baja y caimito contenta nono quieto bien el cura y le hacer la real de la cruz y caimito baja la mal le pregunta por que ajuste y caimito contenta porque el cura me hijo baja o te la corto,0,1
a a tomar café caballero mejor un a manchado un a para la señorita,0,1
cual es la fría que tizne nombre y apellido chabacano,0,1
un no que le grita a su padre papá papá los mosquito no me dejar dormir me esto picado a lo que el padre responder bueno hijo paga la luz y suerte el no paga la luz cuando de pronto entre en su habitación una luciérnaga y el no grita de nuevo papá ahora me esto buscador con linterna,0,1
es el conde mácula muy atacado en su castillo de transilvana reparado su ataúd vigor decidir mi seor acicate un destornillador aquí lo tenis mi seor el de cruz no el de cruz no,0,1
yo no me fin de los cirujano son experto en manejar cuchillo se cabrón la cara para no ser reconocido y usar guante para no dejar huella,0,1
este era un vasco que estafa en un bar y le dije a un amigo que entre hola casi que te comprante un 600 si pero hacer poco y a como lo saber porque lo llevar de mochila viva la hostia otra vez el cinturón de seguridad,0,1
por que no cono en las escalera porque siempre me esto dividendo que suya o bajo es como si no pudieran tomar una decisión,0,1
una pareja de novio tan por el campo ella a vestido todo de rojo se les aparecer un toro ella queda certificada el echar a correr se nube a un árbol y le dije la muchacha quite el vestido as no te entrar la joven se quita el vestido y se queda en braga y sujetador que también son rojo el toro baja la cabeza y comienzo a bufar el novio desde el árbol le dije a la muchacha quita las braga y el sujetador la joven se quita braga y sujetador el toro levantar la cabeza y se le estira la herramienta el novio al ver el tamaño del aparato le dije a la muchacha preprate para lo peor la muchacha ajustada pregunta a su novio me a a entrar a sabre marta a sabre,0,1
una caricatura de un hombre y una mujer sentado en el suelo ludia fernandez rastapopoulos scooby dos rico rico cuanto es 23 ir mi vaaser4si tiuluuu a 58 no be papa usted me pedir velocidad el no precisión,0,1
en la mesa de la cena de celebración del cumpleaños de se el rey se encuentro personalidad de la realeza la política la nobleza et desalumbrada por el lujo de la mesa sonsoles le dije a su marido zapatero los luis mira que cubierto es menos de oro puro con brillante y esmeralda anda porta crema uno de recuerdo yo tenso que tener uno de esos para casa pero sonsoles por favor ni por favor ni leche tu me coger un cubierto ahora mismo bueno bueno no te pongo as as que el presidente disimuladamente coger un cuchillo y se lo guarda en la chaqueta justo enfrente del matrimonio zapatero se encontrada bajo y su esposa que viejo la faena ella le dije a su marido anda mariano cario crema a uno a a pero por el amor de dios como hoy a hacer eso tu también y no me discutir bueno lo que a dios as que con el mismo disimulo que zapatero bajo se disponer a coger el cuchillo pero su mano tonta en la que tizne el tembleque le traicionar con la mala suerte que el cuchillo golpe variar veras una copaclin clin clin se hacer un silencio y sonrojar sin saber que hacer se levantar y para salir del paso alza la copa y dije brindemos por su majestad el rey don juan carlos por que culpa mucho es felicidad majestadtodos brindar y bajo se siesta aliviador de verdad mariano que torpe tres pero yo no me quedo sin mi cuchillo as que ya lo pues ir cogienda pero cario ya es que no quedo malo estar que no que no y que noque la sonsoles tizne su cuchillo y yo también quieto uno uf de verdad mira que te poner pesaditapero en fin lo cierto es que el cubierto es valioso as que de nuevo se disponer a coger el cuchillo pero nuevamente su mano le traicionar y vuelta a golpear la copa y clin clin clin una vez es se hacer un silencio sepulcral por lo que bajo tizne que poner de nuevo en pie y vuelta hacer otro brindis esta vez por su majestad la reina y se siesta de nuevo aliviador su esposa le sigua insistiendo como no me consigo el cuchillo ahora mismo te monto un espectáculo aquí delante de todo el mundo pero no esas as mujer no es que no quedo ni as ni nada ya me lo pues ir cogienda y como vuelta a meter la pata suelto delante de todo que me divorcio de ti as que mariano ante la furia de su mejor vuelta a intentar de nuevo peroclin clin clin silencio total sudor eros recorrer su frente se poner en pie y viento la cara de furia de su mejor dije permtanme que les haya un truco de magia en este cuchillo que tenso en mi mano pues lo hoy a hacer desaparecer lo introducto en mi chaqueta doy nos pase mgicosflus lis las y zapatero mate la chaqueta,0,1
a carbono o a tomar sitting in a chai cita a chile de papa no le des mas hijo a por que mama hija porque se los como chiste enviado por jackgameplays te,0,1
esto es un noque le dije a su madre mamamamanicasomamamamamanicasomamamamaque con querer hijoooy dije el hijo el azul,0,1
las primera semana te dije no pared quermes con ella te explicar sus fantasma hacia el amor 5 veras a la semana los siguiente 2 los te dije no gas quermes en el son no hablar nunca y hacia el amor 5 veras por mes,0,1
mama mama en la escuela me bien humo podrido quien te dije eso claudia mañana las y le decir anda a bayarte espera a les gusto son marido,1,5
un delfín saltado en el agua con un pájaro volado encima chiste enviado por chica rodriquez,0,1
una joven le presente su último novio a su papá y se converso largamente con el chico cuando el chico se a de la casa le dije el padre a su hija es un excelente muchacho hija merecer una buena mujer te remiendo que te casis con a antes de que la encuentro,0,1
